booking_id,worker_id,service_category,skill_name,quantity,scheduled_hour,day_of_week,worker_category,experience_years,certifications_count,has_certifications,is_verified,distance_km,worker_skill_price,worker_skill_price_type,platform_tenure_days,successful_completion
B01331,W00397,Plumber,Leak Repair,5,14,1,Plumber,0.7,2,1,1,9.65,603.85,per_visit,963,0
B01331,W00300,Plumber,Leak Repair,5,14,1,Plumber,1.9,0,0,1,3.73,401.7,per_hour,2410,0
B01332,W00410,Plumber,Pipe Installation,1,7,1,Plumber,14.8,4,1,1,12.52,494.57,per_hour,500,1
B01332,W00460,Plumber,Pipe Installation,1,7,1,Plumber,9.6,0,0,1,1.98,511.88,per_hour,2985,0
B01332,W00303,Plumber,Pipe Installation,1,7,1,Plumber,11.4,0,0,0,3.38,504.28,per_hour,2531,0
B01332,W00808,Plumber,Pipe Installation,1,7,1,Plumber,3.5,1,1,0,9.39,478.18,per_day,2521,0
B01332,W00881,Plumber,Pipe Installation,1,7,1,Plumber,7.4,0,0,1,2.5,538.94,fixed,2643,1
B01332,W00007,Plumber,Pipe Installation,1,7,1,Plumber,9.2,1,1,1,3.97,612.46,fixed,2782,1
B01332,W00898,Plumber,Pipe Installation,1,7,1,Plumber,11.7,0,0,1,5.69,455.53,fixed,435,0
B01333,W00220,Technician,Appliance Repair,2,9,0,Technician,5.9,2,1,0,3.73,630.89,per_day,848,1
B01333,W00337,Technician,Appliance Repair,2,9,0,Technician,5.1,1,1,1,11.42,431.65,per_hour,2997,1
B01333,W00671,Technician,Appliance Repair,2,9,0,Technician,1.7,1,1,1,5.48,593.96,per_hour,2410,1
B01333,W00179,Technician,Appliance Repair,2,9,0,Technician,20.4,1,1,0,11.54,428.92,per_day,1642,0
B01333,W00751,Technician,Appliance Repair,2,9,0,Technician,2.6,2,1,0,0.69,561.09,per_hour,2301,0
B01333,W00828,Technician,Appliance Repair,2,9,0,Technician,15.4,2,1,1,2.37,691.05,fixed,2983,0
B01334,W00442,Carpenter,Furniture Assembly,3,17,0,Carpenter,11.7,0,0,1,14.41,402.21,per_day,1018,0
B01334,W00748,Carpenter,Furniture Assembly,3,17,0,Carpenter,3.9,2,1,0,9.61,446.14,per_day,1729,0
B01334,W00802,Carpenter,Furniture Assembly,3,17,0,Carpenter,8.8,1,1,0,11.44,400.92,per_day,2683,0
B01334,W00971,Carpenter,Furniture Assembly,3,17,0,Carpenter,1.1,3,1,0,8.06,417.74,per_visit,733,1
B01334,W00412,Carpenter,Furniture Assembly,3,17,0,Carpenter,11.5,1,1,1,0.64,584.6,per_visit,2070,1
B01334,W00525,Carpenter,Furniture Assembly,3,17,0,Carpenter,8.9,0,0,0,5.69,572.75,fixed,2146,0
B01334,W00831,Carpenter,Furniture Assembly,3,17,0,Carpenter,3.3,0,0,1,6.24,472.59,per_visit,1400,1
B01335,W00846,Plumber,Tap Repair,1,17,6,Plumber,7.2,0,0,0,6.44,656.08,fixed,2991,0
B01335,W00069,Plumber,Tap Repair,1,17,6,Plumber,16.7,2,1,0,2.1,533.34,per_hour,2884,0
B01335,W00387,Plumber,Tap Repair,1,17,6,Plumber,7.2,0,0,0,6.39,610.52,per_hour,1490,0
B01335,W00700,Plumber,Tap Repair,1,17,6,Plumber,13.5,0,0,1,6.65,454.31,per_hour,1175,0
B01335,W00171,Plumber,Tap Repair,1,17,6,Plumber,2.5,2,1,1,14.18,538.99,per_hour,2429,0
B01335,W00410,Plumber,Tap Repair,1,17,6,Plumber,14.8,4,1,1,1.51,439.77,fixed,500,1
B01336,W00976,Carpenter,Woodwork,6,18,5,Carpenter,10.5,1,1,0,13.63,490.49,per_day,1122,0
B01336,W00190,Carpenter,Woodwork,6,18,5,Carpenter,6.4,1,1,1,11.19,660.58,per_day,619,1
B01336,W00857,Carpenter,Woodwork,6,18,5,Carpenter,2.6,1,1,1,14.32,467.54,per_visit,1322,1
B01336,W00327,Carpenter,Woodwork,6,18,5,Carpenter,0.5,0,0,0,5.77,754.16,fixed,1571,0
B01336,W00534,Carpenter,Woodwork,6,18,5,Carpenter,7.5,0,0,1,3.88,558.31,fixed,499,1
B01336,W00136,Carpenter,Woodwork,6,18,5,Carpenter,2.9,1,1,1,12.52,694.62,per_day,2315,1
B01336,W00097,Carpenter,Woodwork,6,18,5,Carpenter,8.6,0,0,1,3.04,207.66,fixed,2088,1
B01337,W00667,Cleaner,Kitchen Cleaning,6,20,1,Cleaner,7.2,0,0,1,1.71,382.96,per_hour,1597,1
B01337,W00897,Cleaner,Kitchen Cleaning,6,20,1,Cleaner,15.3,2,1,1,3.13,493.3,per_visit,1784,1
B01337,W00655,Cleaner,Kitchen Cleaning,6,20,1,Cleaner,6.7,1,1,0,9.32,340.85,fixed,1608,0
B01337,W00444,Cleaner,Kitchen Cleaning,6,20,1,Cleaner,8.7,1,1,0,4.57,426.74,per_day,834,1
B01337,W00974,Cleaner,Kitchen Cleaning,6,20,1,Cleaner,3.8,1,1,1,5.09,200.07,per_day,414,1
B01337,W00689,Cleaner,Kitchen Cleaning,6,20,1,Cleaner,1.5,1,1,1,1.68,267.46,per_day,694,0
B01338,W00965,Technician,AC Repair,1,10,2,Technician,5.0,0,0,0,2.9,502.08,per_hour,832,1
B01338,W00959,Technician,AC Repair,1,10,2,Technician,5.6,1,1,0,13.23,709.02,per_day,1621,0
B01338,W00722,Technician,AC Repair,1,10,2,Technician,22.1,1,1,0,8.13,563.45,per_day,1632,1
B01338,W00409,Technician,AC Repair,1,10,2,Technician,0.4,2,1,1,8.88,577.07,per_hour,1503,0
B01338,W00265,Technician,AC Repair,1,10,2,Technician,2.8,0,0,0,3.58,559.0,per_hour,1019,0
B01338,W00362,Technician,AC Repair,1,10,2,Technician,4.6,2,1,1,3.38,420.9,fixed,1828,1
B01338,W00609,Technician,AC Repair,1,10,2,Technician,7.4,1,1,1,7.43,594.06,fixed,1447,1
B01339,W00642,Technician,AC Repair,6,19,5,Technician,16.8,3,1,1,11.73,398.13,fixed,1795,0
B01339,W00499,Technician,AC Repair,6,19,5,Technician,6.6,1,1,1,4.94,258.61,per_visit,1833,1
B01339,W00012,Technician,AC Repair,6,19,5,Technician,1.7,1,1,1,5.35,473.28,fixed,2213,0
B01339,W00141,Technician,AC Repair,6,19,5,Technician,11.1,0,0,1,7.54,486.88,fixed,283,0
B01339,W00048,Technician,AC Repair,6,19,5,Technician,1.8,1,1,0,5.22,362.44,fixed,1880,0
B01339,W00577,Technician,AC Repair,6,19,5,Technician,9.7,0,0,1,7.89,760.19,fixed,2308,0
B01339,W00161,Technician,AC Repair,6,19,5,Technician,8.6,2,1,0,4.86,541.91,per_hour,161,0
B01340,W00247,Driver,Personal Driving,4,10,4,Driver,1.9,3,1,1,3.96,352.4,fixed,1105,0
B01340,W00060,Driver,Personal Driving,4,10,4,Driver,4.3,2,1,0,7.57,625.06,per_visit,2654,0
B01340,W00086,Driver,Personal Driving,4,10,4,Driver,2.6,0,0,1,6.53,373.28,per_hour,416,1
B01340,W00283,Driver,Personal Driving,4,10,4,Driver,7.3,0,0,0,7.85,375.73,per_hour,1051,1
B01340,W00212,Driver,Personal Driving,4,10,4,Driver,7.1,2,1,0,5.01,350.89,per_day,1962,1
B01340,W00866,Driver,Personal Driving,4,10,4,Driver,1.9,0,0,0,4.01,358.93,fixed,699,1
B01341,W00041,Electrician,Wiring Repair,2,14,6,Electrician,8.5,3,1,0,9.85,617.54,per_visit,399,1
B01341,W00759,Electrician,Wiring Repair,2,14,6,Electrician,6.4,2,1,0,5.9,479.93,fixed,1538,0
B01341,W00623,Electrician,Wiring Repair,2,14,6,Electrician,2.1,0,0,1,3.44,307.3,per_visit,2567,1
B01341,W00783,Electrician,Wiring Repair,2,14,6,Electrician,5.2,1,1,1,3.46,605.06,per_hour,2764,0
B01341,W00497,Electrician,Wiring Repair,2,14,6,Electrician,2.0,0,0,0,3.25,384.09,per_day,670,1
B01341,W00533,Electrician,Wiring Repair,2,14,6,Electrician,4.1,1,1,1,3.63,512.59,per_day,1452,1
B01341,W00670,Electrician,Wiring Repair,2,14,6,Electrician,6.8,1,1,1,2.2,491.68,fixed,1934,1
B01342,W00026,Gardener,Tree Trimming,4,3,5,Gardener,3.1,0,0,0,0.51,402.24,per_hour,241,0
B01342,W00967,Gardener,Tree Trimming,4,3,5,Gardener,4.4,1,1,1,15.18,474.53,per_visit,2179,0
B01342,W00535,Gardener,Tree Trimming,4,3,5,Gardener,1.5,1,1,1,0.5,298.76,fixed,2233,1
B01342,W00896,Gardener,Tree Trimming,4,3,5,Gardener,21.4,0,0,1,3.41,378.56,fixed,888,0
B01342,W00569,Gardener,Tree Trimming,4,3,5,Gardener,12.7,0,0,1,4.62,219.78,per_hour,825,0
B01342,W00394,Gardener,Tree Trimming,4,3,5,Gardener,6.8,1,1,1,4.49,418.5,per_visit,629,0
B01342,W00880,Gardener,Tree Trimming,4,3,5,Gardener,10.3,1,1,1,0.43,546.29,fixed,1916,1
B01343,W00543,Electrician,Wiring Repair,4,12,5,Electrician,1.5,1,1,1,0.84,137.84,fixed,985,1
B01343,W00102,Electrician,Wiring Repair,4,12,5,Electrician,4.8,1,1,1,11.11,573.05,per_visit,2611,1
B01343,W00386,Electrician,Wiring Repair,4,12,5,Electrician,4.6,0,0,0,1.8,468.37,fixed,2158,0
B01343,W00528,Electrician,Wiring Repair,4,12,5,Electrician,4.1,0,0,0,5.53,495.84,per_hour,1493,0
B01343,W00083,Electrician,Wiring Repair,4,12,5,Electrician,1.3,4,1,1,11.97,457.86,per_day,894,0
B01343,W00118,Electrician,Wiring Repair,4,12,5,Electrician,1.6,2,1,1,6.53,544.62,per_day,1129,0
B01344,W00526,Carpenter,Woodwork,4,19,6,Carpenter,3.7,0,0,0,7.32,542.32,per_day,2881,0
B01344,W00216,Carpenter,Woodwork,4,19,6,Carpenter,16.5,1,1,1,0.59,461.79,per_hour,2722,1
B01344,W00143,Carpenter,Woodwork,4,19,6,Carpenter,7.1,0,0,1,6.45,422.57,per_day,746,0
B01344,W00413,Carpenter,Woodwork,4,19,6,Carpenter,8.9,1,1,1,0.96,467.95,per_visit,2194,1
B01344,W00976,Carpenter,Woodwork,4,19,6,Carpenter,10.5,1,1,0,2.76,490.49,per_day,1122,0
B01344,W00326,Carpenter,Woodwork,4,19,6,Carpenter,6.7,1,1,1,5.15,339.18,per_visit,2603,0
B01345,W00472,Caregiver,Elder Care,2,5,1,Caregiver,1.5,3,1,1,9.07,558.28,fixed,1757,1
B01345,W00092,Caregiver,Elder Care,2,5,1,Caregiver,1.3,2,1,1,8.13,473.52,per_day,793,1
B01345,W00806,Caregiver,Elder Care,2,5,1,Caregiver,7.8,2,1,0,4.47,417.61,fixed,2639,1
B01345,W00025,Caregiver,Elder Care,2,5,1,Caregiver,17.7,0,0,0,5.08,568.36,per_day,477,1
B01345,W00166,Caregiver,Elder Care,2,5,1,Caregiver,8.0,0,0,1,9.79,417.14,per_day,2283,1
B01345,W00686,Caregiver,Elder Care,2,5,1,Caregiver,2.4,0,0,0,3.64,343.07,per_day,952,0
B01346,W00315,Carpenter,Furniture Repair,4,17,1,Carpenter,5.1,1,1,1,9.08,646.75,per_day,1107,0
B01346,W00327,Carpenter,Furniture Repair,4,17,1,Carpenter,0.5,0,0,0,4.53,516.04,fixed,1571,0
B01346,W00111,Carpenter,Furniture Repair,4,17,1,Carpenter,2.8,0,0,0,14.65,442.41,fixed,1754,1
B01346,W00148,Carpenter,Furniture Repair,4,17,1,Carpenter,2.6,1,1,1,6.22,659.93,fixed,2256,1
B01346,W00632,Carpenter,Furniture Repair,4,17,1,Carpenter,3.6,1,1,1,6.6,632.8,per_day,742,1
B01346,W00450,Carpenter,Furniture Repair,4,17,1,Carpenter,3.1,1,1,1,2.79,522.03,per_visit,2671,1
B01347,W00173,Driver,Local Driving,2,18,3,Driver,6.9,0,0,0,2.1,342.57,per_visit,1357,1
B01347,W00060,Driver,Local Driving,2,18,3,Driver,4.3,2,1,0,9.09,526.15,per_hour,2654,0
B01347,W00805,Driver,Local Driving,2,18,3,Driver,7.0,1,1,0,8.15,408.83,fixed,1942,0
B01347,W00377,Driver,Local Driving,2,18,3,Driver,2.9,0,0,1,7.64,339.66,fixed,1032,0
B01347,W00236,Driver,Local Driving,2,18,3,Driver,4.6,1,1,1,6.98,394.85,per_visit,2745,0
B01347,W00493,Driver,Local Driving,2,18,3,Driver,19.1,1,1,0,1.15,519.92,per_visit,1422,0
B01347,W00657,Driver,Local Driving,2,18,3,Driver,6.7,0,0,0,3.36,417.5,per_visit,2321,0
B01348,W00732,Painter,Wall Painting,6,11,2,Painter,11.4,2,1,0,7.83,468.79,per_visit,156,1
B01348,W00268,Painter,Wall Painting,6,11,2,Painter,8.5,1,1,1,9.31,519.29,per_hour,285,0
B01348,W00634,Painter,Wall Painting,6,11,2,Painter,6.0,1,1,0,6.25,514.1,per_day,1199,1
B01348,W00094,Painter,Wall Painting,6,11,2,Painter,0.4,0,0,1,3.69,395.05,per_hour,2679,1
B01348,W00909,Painter,Wall Painting,6,11,2,Painter,8.1,1,1,0,5.08,399.16,fixed,394,0
B01348,W00425,Painter,Wall Painting,6,11,2,Painter,10.5,1,1,0,6.14,355.69,per_visit,1023,1
B01349,W00753,Plumber,Pipe Installation,2,13,1,Plumber,19.8,2,1,1,5.17,613.97,per_visit,2811,1
B01349,W00858,Plumber,Pipe Installation,2,13,1,Plumber,7.5,2,1,1,3.65,441.16,per_day,1521,1
B01349,W00588,Plumber,Pipe Installation,2,13,1,Plumber,5.7,2,1,1,3.1,416.08,per_visit,814,1
B01349,W00387,Plumber,Pipe Installation,2,13,1,Plumber,7.2,0,0,0,5.11,455.07,fixed,1490,0
B01349,W00480,Plumber,Pipe Installation,2,13,1,Plumber,9.6,1,1,1,14.51,659.86,per_hour,1817,0
B01349,W00117,Plumber,Pipe Installation,2,13,1,Plumber,5.7,0,0,1,2.03,468.87,per_visit,1172,0
B01349,W00104,Plumber,Pipe Installation,2,13,1,Plumber,4.7,1,1,1,7.93,655.08,fixed,1104,0
B01350,W00459,Caregiver,Patient Care,3,16,6,Caregiver,10.5,5,1,0,8.41,429.0,per_visit,2051,1
B01350,W00093,Caregiver,Patient Care,3,16,6,Caregiver,9.4,0,0,0,2.11,465.65,per_hour,1809,1
B01350,W00016,Caregiver,Patient Care,3,16,6,Caregiver,5.4,0,0,1,1.27,335.65,per_hour,205,0
B01350,W00092,Caregiver,Patient Care,3,16,6,Caregiver,1.3,2,1,1,7.74,443.28,per_visit,793,0
B01350,W00105,Caregiver,Patient Care,3,16,6,Caregiver,8.4,0,0,1,2.73,417.52,per_day,1902,0
B01350,W00213,Caregiver,Patient Care,3,16,6,Caregiver,3.7,0,0,0,2.51,331.17,per_hour,2989,0
B01350,W00107,Caregiver,Patient Care,3,16,6,Caregiver,3.4,1,1,1,10.07,473.44,per_visit,709,0
B01351,W00866,Driver,Personal Driving,3,18,0,Driver,1.9,0,0,0,16.73,358.93,fixed,699,0
B01351,W00636,Driver,Personal Driving,3,18,0,Driver,30.0,0,0,1,11.48,642.11,fixed,1977,1
B01351,W00122,Driver,Personal Driving,3,18,0,Driver,3.1,1,1,0,2.59,299.86,per_visit,1138,1
B01351,W00731,Driver,Personal Driving,3,18,0,Driver,6.3,2,1,0,4.84,483.46,per_day,1725,1
B01351,W00875,Driver,Personal Driving,3,18,0,Driver,0.5,0,0,1,5.66,317.34,per_day,733,1
B01351,W00587,Driver,Personal Driving,3,18,0,Driver,7.4,1,1,0,6.6,429.1,fixed,1890,1
B01352,W00959,Technician,Refrigerator Repair,2,7,0,Technician,5.6,1,1,0,9.25,572.78,per_hour,1621,0
B01352,W00949,Technician,Refrigerator Repair,2,7,0,Technician,1.3,1,1,0,3.27,495.92,per_day,2186,0
B01352,W00141,Technician,Refrigerator Repair,2,7,0,Technician,11.1,0,0,1,8.48,538.46,per_visit,283,0
B01352,W00943,Technician,Refrigerator Repair,2,7,0,Technician,4.8,1,1,1,10.24,357.8,per_hour,181,0
B01352,W00348,Technician,Refrigerator Repair,2,7,0,Technician,10.3,1,1,1,7.15,655.99,per_visit,2323,1
B01352,W00061,Technician,Refrigerator Repair,2,7,0,Technician,4.1,0,0,1,1.64,534.28,per_day,419,0
B01352,W00511,Technician,Refrigerator Repair,2,7,0,Technician,7.8,3,1,1,6.81,534.94,per_day,1651,0
B01353,W00904,Caregiver,Home Assistance,1,4,3,Caregiver,14.0,0,0,1,10.56,403.98,per_visit,68,0
B01353,W00484,Caregiver,Home Assistance,1,4,3,Caregiver,8.6,0,0,0,4.01,629.02,per_visit,1949,0
B01353,W00812,Caregiver,Home Assistance,1,4,3,Caregiver,7.2,1,1,0,8.49,457.49,per_visit,480,0
B01353,W00291,Caregiver,Home Assistance,1,4,3,Caregiver,16.6,0,0,1,6.66,436.41,per_visit,2835,1
B01353,W00433,Caregiver,Home Assistance,1,4,3,Caregiver,8.6,1,1,1,4.16,461.36,per_visit,2664,0
B01353,W00492,Caregiver,Home Assistance,1,4,3,Caregiver,1.8,1,1,0,3.4,280.4,per_hour,2484,0
B01353,W00955,Caregiver,Home Assistance,1,4,3,Caregiver,7.2,1,1,1,1.33,305.61,per_visit,97,1
B01354,W00361,Caregiver,Elder Care,5,20,2,Caregiver,8.3,0,0,1,7.53,560.94,per_hour,2406,1
B01354,W00477,Caregiver,Elder Care,5,20,2,Caregiver,8.2,1,1,0,2.34,318.21,fixed,2810,1
B01354,W00388,Caregiver,Elder Care,5,20,2,Caregiver,4.8,0,0,0,6.72,501.29,per_hour,1585,1
B01354,W00692,Caregiver,Elder Care,5,20,2,Caregiver,8.1,0,0,1,0.79,418.51,per_day,2325,0
B01354,W00035,Caregiver,Elder Care,5,20,2,Caregiver,10.5,3,1,0,13.9,306.58,per_day,1486,1
B01354,W00038,Caregiver,Elder Care,5,20,2,Caregiver,5.3,0,0,1,14.11,347.63,per_visit,1701,0
B01355,W00399,Carpenter,Woodwork,2,10,6,Carpenter,8.0,1,1,1,12.34,446.28,per_day,1529,1
B01355,W00646,Carpenter,Woodwork,2,10,6,Carpenter,1.5,1,1,1,13.18,495.81,per_hour,2454,1
B01355,W00152,Carpenter,Woodwork,2,10,6,Carpenter,6.8,0,0,1,7.72,631.19,fixed,398,1
B01355,W00327,Carpenter,Woodwork,2,10,6,Carpenter,0.5,0,0,0,4.97,754.16,fixed,1571,1
B01355,W00508,Carpenter,Woodwork,2,10,6,Carpenter,7.4,0,0,0,9.37,556.77,per_visit,522,0
B01355,W00342,Carpenter,Woodwork,2,10,6,Carpenter,1.0,1,1,1,2.98,318.38,per_visit,2082,1
B01355,W00989,Carpenter,Woodwork,2,10,6,Carpenter,11.2,0,0,0,0.78,530.68,per_hour,249,0
B01356,W00745,Caregiver,Patient Care,1,10,2,Caregiver,8.8,1,1,0,6.81,429.37,per_visit,1415,1
B01356,W00149,Caregiver,Patient Care,1,10,2,Caregiver,7.0,1,1,0,7.25,590.86,per_hour,47,0
B01356,W00090,Caregiver,Patient Care,1,10,2,Caregiver,6.6,2,1,0,4.04,378.57,per_visit,2097,0
B01356,W00484,Caregiver,Patient Care,1,10,2,Caregiver,8.6,0,0,0,4.29,329.85,per_day,1949,0
B01356,W00166,Caregiver,Patient Care,1,10,2,Caregiver,8.0,0,0,1,0.73,419.97,per_day,2283,1
B01356,W00690,Caregiver,Patient Care,1,10,2,Caregiver,16.4,0,0,1,5.86,471.34,per_hour,744,1
B01356,W00904,Caregiver,Patient Care,1,10,2,Caregiver,14.0,0,0,1,10.35,356.44,per_day,68,1
B01357,W00728,Plumber,Leak Repair,3,20,4,Plumber,4.0,1,1,0,5.06,479.46,per_visit,2011,1
B01357,W00429,Plumber,Leak Repair,3,20,4,Plumber,25.7,0,0,0,1.92,683.52,per_day,716,1
B01357,W00480,Plumber,Leak Repair,3,20,4,Plumber,9.6,1,1,1,6.84,319.65,per_visit,1817,0
B01357,W00826,Plumber,Leak Repair,3,20,4,Plumber,10.6,2,1,0,7.69,420.85,fixed,91,0
B01357,W00870,Plumber,Leak Repair,3,20,4,Plumber,2.8,3,1,1,6.09,584.35,per_hour,143,1
B01357,W00385,Plumber,Leak Repair,3,20,4,Plumber,6.5,2,1,1,5.49,359.22,per_visit,1538,1
B01358,W00125,Caregiver,Child Care,5,6,3,Caregiver,9.2,0,0,1,3.36,401.4,per_day,2249,1
B01358,W00553,Caregiver,Child Care,5,6,3,Caregiver,15.9,0,0,1,1.23,455.8,per_hour,452,1
B01358,W00433,Caregiver,Child Care,5,6,3,Caregiver,8.6,1,1,1,8.81,532.78,fixed,2664,1
B01358,W00654,Caregiver,Child Care,5,6,3,Caregiver,4.9,0,0,1,4.27,378.05,per_hour,2012,1
B01358,W00990,Caregiver,Child Care,5,6,3,Caregiver,13.6,1,1,1,16.84,554.74,per_hour,2295,1
B01358,W00428,Caregiver,Child Care,5,6,3,Caregiver,4.4,1,1,1,6.04,380.21,per_hour,1662,1
B01358,W00210,Caregiver,Child Care,5,6,3,Caregiver,4.1,1,1,1,6.76,347.01,fixed,2649,1
B01359,W00943,Technician,Washing Machine Repair,1,16,0,Technician,4.8,1,1,1,8.43,376.65,fixed,181,1
B01359,W00048,Technician,Washing Machine Repair,1,16,0,Technician,1.8,1,1,0,4.24,376.25,per_day,1880,1
B01359,W00421,Technician,Washing Machine Repair,1,16,0,Technician,11.1,1,1,1,2.23,543.84,per_hour,2655,1
B01359,W00671,Technician,Washing Machine Repair,1,16,0,Technician,1.7,1,1,1,0.99,463.95,per_hour,2410,0
B01359,W00693,Technician,Washing Machine Repair,1,16,0,Technician,7.8,1,1,0,25.44,532.27,fixed,438,0
B01359,W00853,Technician,Washing Machine Repair,1,16,0,Technician,6.8,0,0,1,11.18,556.43,per_visit,1731,1
B01360,W00753,Plumber,Pipe Installation,5,12,3,Plumber,19.8,2,1,1,5.12,613.97,per_visit,2811,0
B01360,W00369,Plumber,Pipe Installation,5,12,3,Plumber,9.6,1,1,1,2.54,422.4,fixed,1037,0
B01360,W00891,Plumber,Pipe Installation,5,12,3,Plumber,14.2,1,1,1,8.94,397.21,fixed,945,0
B01360,W00104,Plumber,Pipe Installation,5,12,3,Plumber,4.7,1,1,1,16.53,655.08,fixed,1104,0
B01360,W00322,Plumber,Pipe Installation,5,12,3,Plumber,5.5,3,1,1,5.27,479.26,per_day,2984,1
B01360,W00376,Plumber,Pipe Installation,5,12,3,Plumber,17.6,1,1,1,1.88,424.54,per_visit,215,1
B01361,W00892,Driver,Local Driving,3,8,6,Driver,29.0,2,1,1,0.43,442.28,fixed,1476,1
B01361,W00015,Driver,Local Driving,3,8,6,Driver,9.3,1,1,1,6.62,482.25,per_hour,271,1
B01361,W00423,Driver,Local Driving,3,8,6,Driver,8.1,1,1,1,12.56,394.52,per_visit,2475,0
B01361,W00223,Driver,Local Driving,3,8,6,Driver,6.7,0,0,1,16.31,360.41,per_visit,434,0
B01361,W00042,Driver,Local Driving,3,8,6,Driver,3.6,1,1,1,6.54,370.43,fixed,2397,0
B01361,W00430,Driver,Local Driving,3,8,6,Driver,3.7,0,0,1,2.57,574.0,per_hour,316,0
B01361,W00122,Driver,Local Driving,3,8,6,Driver,3.1,1,1,0,5.86,326.04,per_day,1138,0
B01362,W00848,Plumber,Plumbing Repair,3,19,4,Plumber,4.7,2,1,1,4.47,622.92,per_visit,1600,1
B01362,W00542,Plumber,Plumbing Repair,3,19,4,Plumber,3.8,1,1,1,6.65,422.21,fixed,1778,1
B01362,W00902,Plumber,Plumbing Repair,3,19,4,Plumber,24.8,1,1,1,4.09,547.01,per_hour,179,0
B01362,W00007,Plumber,Plumbing Repair,3,19,4,Plumber,9.2,1,1,1,0.94,392.02,fixed,2782,1
B01362,W00580,Plumber,Plumbing Repair,3,19,4,Plumber,11.1,1,1,1,5.85,463.47,fixed,2885,0
B01362,W00663,Plumber,Plumbing Repair,3,19,4,Plumber,10.6,1,1,1,8.62,591.87,per_visit,1535,0
B01362,W00133,Plumber,Plumbing Repair,3,19,4,Plumber,20.0,1,1,1,5.88,510.39,per_day,1938,0
B01363,W00797,Technician,Appliance Repair,4,7,1,Technician,8.1,0,0,0,14.35,605.48,fixed,2120,0
B01363,W00949,Technician,Appliance Repair,4,7,1,Technician,1.3,1,1,0,7.43,355.88,per_hour,2186,0
B01363,W00530,Technician,Appliance Repair,4,7,1,Technician,6.0,2,1,0,6.88,514.09,per_hour,154,0
B01363,W00691,Technician,Appliance Repair,4,7,1,Technician,7.2,1,1,1,8.7,495.81,fixed,252,0
B01363,W00286,Technician,Appliance Repair,4,7,1,Technician,7.3,0,0,0,9.38,366.94,per_visit,2798,0
B01363,W00401,Technician,Appliance Repair,4,7,1,Technician,11.6,3,1,0,6.65,780.86,per_day,930,0
B01364,W00210,Caregiver,Elder Care,4,9,5,Caregiver,4.1,1,1,1,8.08,303.1,per_hour,2649,0
B01364,W00560,Caregiver,Elder Care,4,9,5,Caregiver,3.6,4,1,0,1.79,434.32,per_day,2505,1
B01364,W00849,Caregiver,Elder Care,4,9,5,Caregiver,10.2,1,1,1,1.1,326.35,fixed,1414,1
B01364,W00686,Caregiver,Elder Care,4,9,5,Caregiver,2.4,0,0,0,6.33,343.07,per_day,952,0
B01364,W00090,Caregiver,Elder Care,4,9,5,Caregiver,6.6,2,1,0,1.01,469.48,per_visit,2097,1
B01364,W00780,Caregiver,Elder Care,4,9,5,Caregiver,5.3,2,1,0,13.87,578.4,per_hour,2288,0
B01365,W00741,Caregiver,Home Assistance,1,15,6,Caregiver,3.6,1,1,1,2.56,432.15,per_visit,1462,1
B01365,W00885,Caregiver,Home Assistance,1,15,6,Caregiver,13.8,2,1,1,2.07,339.76,fixed,2776,1
B01365,W00524,Caregiver,Home Assistance,1,15,6,Caregiver,3.5,0,0,1,8.99,366.45,per_day,2362,1
B01365,W00745,Caregiver,Home Assistance,1,15,6,Caregiver,8.8,1,1,0,0.72,513.21,per_hour,1415,1
B01365,W00103,Caregiver,Home Assistance,1,15,6,Caregiver,11.4,3,1,1,2.65,470.94,per_visit,2063,0
B01365,W00477,Caregiver,Home Assistance,1,15,6,Caregiver,8.2,1,1,0,5.91,480.16,per_visit,2810,0
B01365,W00551,Caregiver,Home Assistance,1,15,6,Caregiver,14.0,0,0,0,6.01,460.7,fixed,915,0
B01366,W00056,Plumber,Pipe Installation,2,20,4,Plumber,1.4,1,1,1,7.01,668.7,fixed,1321,1
B01366,W00695,Plumber,Pipe Installation,2,20,4,Plumber,3.6,4,1,1,4.85,701.74,per_visit,1065,0
B01366,W00811,Plumber,Pipe Installation,2,20,4,Plumber,9.0,1,1,1,5.47,459.2,per_hour,2373,0
B01366,W00678,Plumber,Pipe Installation,2,20,4,Plumber,13.3,0,0,1,5.57,543.6,fixed,947,0
B01366,W00233,Plumber,Pipe Installation,2,20,4,Plumber,1.3,0,0,1,2.46,400.34,per_visit,2891,1
B01366,W00707,Plumber,Pipe Installation,2,20,4,Plumber,1.8,0,0,0,3.85,420.7,per_hour,561,1
B01366,W00817,Plumber,Pipe Installation,2,20,4,Plumber,6.3,2,1,1,2.32,396.46,fixed,641,0
B01367,W00103,Caregiver,Home Assistance,3,10,0,Caregiver,11.4,3,1,1,1.84,470.94,per_visit,2063,1
B01367,W00428,Caregiver,Home Assistance,3,10,0,Caregiver,4.4,1,1,1,1.63,371.19,per_day,1662,1
B01367,W00686,Caregiver,Home Assistance,3,10,0,Caregiver,2.4,0,0,0,11.83,339.05,fixed,952,0
B01367,W00151,Caregiver,Home Assistance,3,10,0,Caregiver,20.0,1,1,1,7.85,512.03,per_hour,549,1
B01367,W00812,Caregiver,Home Assistance,3,10,0,Caregiver,7.2,1,1,0,3.06,457.49,per_visit,480,0
